Topology,Number of Nodes,Algorithm,Latency (ms),Throughput (Mbps),Routing Overhead (packets),Network Utilization (%),Execution Time (s),Weights
grid,10,Distance Vector,17.77777777777778,0.7996801279488196,24,0.96,0.0002689361572265625,constant
grid,10,Link State,17.77777777777778,0.7996801279488196,24,0.96,0.00011181831359863281,constant
grid,10,Path Vector,200.0,0.03998400639744098,216,4.8,0.0002808570861816406,constant
grid,20,Distance Vector,25.0,0.7997600719784101,48,2.1333333333333333,0.0014679431915283203,constant
grid,20,Link State,25.0,0.7997600719784101,48,2.1333333333333333,0.00046515464782714844,constant
grid,20,Path Vector,266.6666666666667,0.029991002699190382,768,8.0,0.0015358924865722656,constant
grid,30,Distance Vector,32.0,0.7998080460689401,80,4.0,0.0064389705657958984,constant
grid,30,Link State,32.0,0.7998080460689401,80,4.0,0.001094818115234375,constant
grid,30,Path Vector,333.33333333333337,0.023994241382068203,2000,12.0,0.0068171024322509766,constant
grid,40,Distance Vector,38.888888888888886,0.7998400319935798,120,6.72,0.019518375396728516,constant
grid,40,Link State,38.888888888888886,0.7998400319935798,120,6.72,0.002639293670654297,constant
grid,40,Path Vector,400.0,0.019996000799839493,4320,16.8,0.021172046661376953,constant
grid,50,Distance Vector,45.714285714285715,0.7998628806490078,168,10.453333333333333,0.05249381065368652,constant
grid,50,Link State,45.714285714285715,0.7998628806490078,168,10.453333333333333,0.005113840103149414,constant
grid,50,Path Vector,466.66666666666663,0.017139918871050167,8232,22.400000000000002,0.04913210868835449,constant
grid,60,Distance Vector,45.714285714285715,0.7998628806490078,168,10.453333333333333,0.05229997634887695,constant
grid,60,Link State,45.714285714285715,0.7998628806490078,168,10.453333333333333,0.0050699710845947266,constant
grid,60,Path Vector,466.66666666666663,0.017139918871050167,8232,22.400000000000002,0.05262112617492676,constant
grid,70,Distance Vector,52.5,0.7998800179972778,224,15.36,0.11445808410644531,constant
grid,70,Link State,52.5,0.7998800179972778,224,15.36,0.010261058807373047,constant
grid,70,Path Vector,533.3333333333334,0.014997750337448958,14336,28.799999999999997,0.11930084228515625,constant
grid,80,Distance Vector,52.5,0.7998800179972778,224,15.36,0.11405014991760254,constant
grid,80,Link State,52.5,0.7998800179972778,224,15.36,0.009755134582519531,constant
grid,80,Path Vector,533.3333333333334,0.014997750337448958,14336,28.799999999999997,0.11462616920471191,constant
grid,90,Distance Vector,59.25925925925926,0.7998933475537583,288,21.6,0.23901677131652832,constant
grid,90,Link State,59.25925925925926,0.7998933475537583,288,21.6,0.01957416534423828,constant
grid,90,Path Vector,600.0,0.013331555792562639,23328,36.0,0.2446451187133789,constant
grid,100,Distance Vector,66.0,0.7999040115186828,360,29.333333333333332,0.4703679084777832,constant
grid,100,Link State,66.0,0.7999040115186828,360,29.333333333333332,0.033068180084228516,constant
grid,100,Path Vector,666.6666666666667,0.011998560172780243,36000,44.0,0.575463056564331,constant
grid,110,Distance Vector,66.0,0.7999040115186828,360,29.333333333333332,0.46097803115844727,constant
grid,110,Link State,66.0,0.7999040115186828,360,29.333333333333332,0.03322291374206543,constant
grid,110,Path Vector,666.6666666666667,0.011998560172780243,36000,44.0,0.4581429958343506,constant
grid,120,Distance Vector,66.0,0.7999040115186828,360,29.333333333333332,0.44247984886169434,constant
grid,120,Link State,66.0,0.7999040115186828,360,29.333333333333332,0.03302597999572754,constant
grid,120,Path Vector,666.6666666666667,0.011998560172780243,36000,44.0,0.4504530429840088,constant
grid,130,Distance Vector,72.72727272727273,0.799912736792271,440,38.72,0.793978214263916,constant
grid,130,Link State,72.72727272727273,0.799912736792271,440,38.72,0.054392099380493164,constant
grid,130,Path Vector,733.3333333333333,0.010907900956258243,53240,52.800000000000004,0.8044888973236084,constant
grid,140,Distance Vector,72.72727272727273,0.799912736792271,440,38.72,0.8052420616149902,constant
grid,140,Link State,72.72727272727273,0.799912736792271,440,38.72,0.05372476577758789,constant
grid,140,Path Vector,733.3333333333333,0.010907900956258243,53240,52.800000000000004,0.8174998760223389,constant
grid,150,Distance Vector,79.44444444444444,0.7999200079994274,528,49.92,1.3784372806549072,constant
grid,150,Link State,79.44444444444444,0.7999200079994274,528,49.92,0.08652901649475098,constant
grid,150,Path Vector,800.0,0.009999000099992843,76032,62.4,1.420217752456665,constant
grid,160,Distance Vector,79.44444444444444,0.7999200079994274,528,49.92,1.3746628761291504,constant
grid,160,Link State,79.44444444444444,0.7999200079994274,528,49.92,0.08705878257751465,constant
grid,160,Path Vector,800.0,0.009999000099992843,76032,62.4,1.3874599933624268,constant
grid,170,Distance Vector,86.15384615384616,0.7999261606625159,624,63.093333333333334,2.3203158378601074,constant
grid,170,Link State,86.15384615384616,0.7999261606625159,624,63.093333333333334,0.13359713554382324,constant
grid,170,Path Vector,866.6666666666667,0.009229917238413645,105456,72.8,2.348845958709717,constant
grid,180,Distance Vector,86.15384615384616,0.7999261606625159,624,63.093333333333334,2.2908432483673096,constant
grid,180,Link State,86.15384615384616,0.7999261606625159,624,63.093333333333334,0.13237476348876953,constant
grid,180,Path Vector,866.6666666666667,0.009229917238413645,105456,72.8,2.3160948753356934,constant
grid,190,Distance Vector,86.15384615384616,0.7999261606625159,624,63.093333333333334,2.275979995727539,constant
grid,190,Link State,86.15384615384616,0.7999261606625159,624,63.093333333333334,0.1324622631072998,constant
grid,190,Path Vector,866.6666666666667,0.009229917238413645,105456,72.8,2.3020808696746826,constant
grid,200,Distance Vector,92.85714285714286,0.7999314344489854,728,78.4,3.57361102104187,constant
grid,200,Link State,92.85714285714286,0.7999314344489854,728,78.4,0.19750308990478516,constant
