Topology,Number of Nodes,Algorithm,Latency (ms),Throughput (Mbps),Routing Overhead (packets),Network Utilization (%),Execution Time (s),Weights
ring,140,Path Vector,3525.1798561151077,0.002269336255062234,39200,111.20000000000002,0.5599501132965088,constant
ring,150,Distance Vector,375.0,0.7999830474700251,300,450.0,0.6647341251373291,constant
ring,150,Link State,375.0,0.7999830474700251,300,450.0,0.061096906661987305,constant
ring,150,Path Vector,3775.1677852348994,0.0021190662057428223,45000,119.19999999999999,0.7208724021911621,constant
ring,160,Distance Vector,400.0,0.7999841003159464,320,512.0,0.8135919570922852,constant
ring,160,Link State,400.0,0.7999841003159464,320,512.0,0.07298684120178223,constant
ring,160,Path Vector,4025.1572327044028,0.0019874604992224294,51200,127.2,0.8415031433105469,constant
ring,170,Distance Vector,425.0,0.7999850300380396,340,578.0,0.9904062747955322,constant
ring,170,Link State,425.0,0.7999850300380396,340,578.0,0.08642697334289551,constant
ring,170,Path Vector,4275.147928994083,0.0018712452605734074,57800,135.20000000000002,1.0212678909301758,constant
ring,180,Distance Vector,450.0,0.7999858570404113,360,648.0,1.1662631034851074,constant
ring,180,Link State,450.0,0.7999858570404113,360,648.0,0.10161209106445312,constant
ring,180,Path Vector,4525.139664804469,0.0017678699803732544,64800,143.2,1.2255291938781738,constant
ring,190,Distance Vector,475.0,0.7999865974547282,380,722.0,1.3784399032592773,constant
ring,190,Link State,475.0,0.7999865974547282,380,722.0,0.12200307846069336,constant
ring,190,Path Vector,4775.132275132275,0.0016753181930076856,72200,151.2,1.4161269664764404,constant
ring,200,Distance Vector,500.0,0.7999872642026757,400,800.0,1.6439149379730225,constant
ring,200,Link State,500.0,0.7999872642026757,400,800.0,0.14182710647583008,constant
ring,200,Path Vector,5025.125628140703,0.0015919746557633248,80000,159.20000000000002,1.765934944152832,constant
grid,10,Distance Vector,17.77777777777778,0.7996801279488196,24,0.96,0.0004470348358154297,constant
grid,10,Link State,17.77777777777778,0.7996801279488196,24,0.96,0.0003330707550048828,constant
grid,10,Path Vector,200.0,0.03998400639744098,216,4.8,0.004906892776489258,constant
grid,20,Distance Vector,25.0,0.7997600719784101,48,2.1333333333333333,0.0015411376953125,constant
grid,20,Link State,25.0,0.7997600719784101,48,2.1333333333333333,0.00038695335388183594,constant
grid,20,Path Vector,266.6666666666667,0.029991002699190382,768,8.0,0.0015559196472167969,constant
grid,30,Distance Vector,32.0,0.7998080460689401,80,4.0,0.005910158157348633,constant
grid,30,Link State,32.0,0.7998080460689401,80,4.0,0.0009670257568359375,constant
grid,30,Path Vector,333.33333333333337,0.023994241382068203,2000,12.0,0.006099224090576172,constant
grid,40,Distance Vector,38.888888888888886,0.7998400319935798,120,6.72,0.01840496063232422,constant
grid,40,Link State,38.888888888888886,0.7998400319935798,120,6.72,0.0022971630096435547,constant
grid,40,Path Vector,400.0,0.019996000799839493,4320,16.8,0.01850295066833496,constant
grid,50,Distance Vector,45.714285714285715,0.7998628806490078,168,10.453333333333333,0.044911861419677734,constant
grid,50,Link State,45.714285714285715,0.7998628806490078,168,10.453333333333333,0.004616975784301758,constant
grid,50,Path Vector,466.66666666666663,0.017139918871050167,8232,22.400000000000002,0.05967092514038086,constant
grid,60,Distance Vector,45.714285714285715,0.7998628806490078,168,10.453333333333333,0.04537320137023926,constant
grid,60,Link State,45.714285714285715,0.7998628806490078,168,10.453333333333333,0.004552125930786133,constant
grid,60,Path Vector,466.66666666666663,0.017139918871050167,8232,22.400000000000002,0.04598093032836914,constant
grid,70,Distance Vector,52.5,0.7998800179972778,224,15.36,0.1013498306274414,constant
grid,70,Link State,52.5,0.7998800179972778,224,15.36,0.010173797607421875,constant
grid,70,Path Vector,533.3333333333334,0.014997750337448958,14336,28.799999999999997,0.10272479057312012,constant
grid,80,Distance Vector,52.5,0.7998800179972778,224,15.36,0.09856510162353516,constant
grid,80,Link State,52.5,0.7998800179972778,224,15.36,0.008945226669311523,constant
grid,80,Path Vector,533.3333333333334,0.014997750337448958,14336,28.799999999999997,0.1020512580871582,constant
grid,90,Distance Vector,59.25925925925926,0.7998933475537583,288,21.6,0.21012473106384277,constant
grid,90,Link State,59.25925925925926,0.7998933475537583,288,21.6,0.01715397834777832,constant
grid,90,Path Vector,600.0,0.013331555792562639,23328,36.0,0.21735191345214844,constant
grid,100,Distance Vector,66.0,0.7999040115186828,360,29.333333333333332,0.40562891960144043,constant
grid,100,Link State,66.0,0.7999040115186828,360,29.333333333333332,0.02903294563293457,constant
grid,100,Path Vector,666.6666666666667,0.011998560172780243,36000,44.0,0.4114079475402832,constant
grid,110,Distance Vector,66.0,0.7999040115186828,360,29.333333333333332,0.39351820945739746,constant
grid,110,Link State,66.0,0.7999040115186828,360,29.333333333333332,0.02918386459350586,constant
grid,110,Path Vector,666.6666666666667,0.011998560172780243,36000,44.0,0.3991410732269287,constant
grid,120,Distance Vector,66.0,0.7999040115186828,360,29.333333333333332,0.40062594413757324,constant
grid,120,Link State,66.0,0.7999040115186828,360,29.333333333333332,0.02890610694885254,constant
grid,120,Path Vector,666.6666666666667,0.011998560172780243,36000,44.0,0.43077707290649414,constant
grid,130,Distance Vector,72.72727272727273,0.799912736792271,440,38.72,0.7149250507354736,constant
grid,130,Link State,72.72727272727273,0.799912736792271,440,38.72,0.047779083251953125,constant
grid,130,Path Vector,733.3333333333333,0.010907900956258243,53240,52.800000000000004,0.7945210933685303,constant
grid,140,Distance Vector,72.72727272727273,0.799912736792271,440,38.72,0.7158248424530029,constant
grid,140,Link State,72.72727272727273,0.799912736792271,440,38.72,0.047883033752441406,constant
grid,140,Path Vector,733.3333333333333,0.010907900956258243,53240,52.800000000000004,0.7238779067993164,constant
grid,150,Distance Vector,79.44444444444444,0.7999200079994274,528,49.92,1.265949010848999,constant
grid,150,Link State,79.44444444444444,0.7999200079994274,528,49.92,0.0791480541229248,constant
grid,150,Path Vector,800.0,0.009999000099992843,76032,62.4,1.2583661079406738,constant
grid,160,Distance Vector,79.44444444444444,0.7999200079994274,528,49.92,1.2330832481384277,constant
grid,160,Link State,79.44444444444444,0.7999200079994274,528,49.92,0.07675886154174805,constant
grid,160,Path Vector,800.0,0.009999000099992843,76032,62.4,1.2480309009552002,constant
grid,170,Distance Vector,86.15384615384616,0.7999261606625159,624,63.093333333333334,2.036410093307495,constant
grid,170,Link State,86.15384615384616,0.7999261606625159,624,63.093333333333334,0.11783385276794434,constant
grid,170,Path Vector,866.6666666666667,0.009229917238413645,105456,72.8,2.0758352279663086,constant
grid,180,Distance Vector,86.15384615384616,0.7999261606625159,624,63.093333333333334,2.0044970512390137,constant
grid,180,Link State,86.15384615384616,0.7999261606625159,624,63.093333333333334,0.11754393577575684,constant
grid,180,Path Vector,866.6666666666667,0.009229917238413645,105456,72.8,2.0462591648101807,constant
grid,190,Distance Vector,86.15384615384616,0.7999261606625159,624,63.093333333333334,2.0052402019500732,constant
grid,190,Link State,86.15384615384616,0.7999261606625159,624,63.093333333333334,0.12298226356506348,constant
grid,190,Path Vector,866.6666666666667,0.009229917238413645,105456,72.8,2.0449399948120117,constant
grid,200,Distance Vector,92.85714285714286,0.7999314344489854,728,78.4,3.137866973876953,constant
grid,200,Link State,92.85714285714286,0.7999314344489854,728,78.4,0.17718291282653809,constant
grid,200,Path Vector,933.3333333333333,0.008570693940524843,142688,84.0,3.2098639011383057,constant
tree,10,Distance Vector,32.71111111111111,0.7998174329772577,28,4.2057142857142855,0.0007379055023193359,constant
tree,10,Link State,32.71111111111111,0.7998174329772577,28,4.2057142857142855,0.00021696090698242188,constant
tree,10,Path Vector,350.4761904761905,0.022820877843101103,420,12.0,0.0007617473602294922,constant
